Country/Region,Province/State,Confirmed,Recovered,Deaths,Date
India,Chhattisgarh,4732,3451,21,7/16/2020
India,Dadra and Nagar Haveli and Daman and Diu,552,371,2,7/16/2020
India,Delhi,118645,97693,3545,7/16/2020
India,Goa,3108,1817,19,7/16/2020
India,Gujarat,45481,32103,2089,7/16/2020
India,Haryana,24002,18185,322,7/16/2020
India,Himachal Pradesh,1377,984,11,7/16/2020
India,Jammu and Kashmir,12156,6446,222,7/16/2020
India,Jharkhand,4624,2513,42,7/16/2020
India,Karnataka,51422,19729,1032,7/16/2020
India,Kerala,10275,4862,37,7/16/2020
India,Ladakh,1147,970,1,7/16/2020
India,Madhya Pradesh,20378,14127,689,7/16/2020
India,Maharashtra,284281,158140,11194,7/16/2020
India,Manipur,1764,1129,0,7/16/2020
India,Meghalaya,377,66,2,7/16/2020
India,Mizoram,272,160,0,7/16/2020
India,Nagaland,916,391,0,7/16/2020
India,Odisha,15392,10877,79,7/16/2020
India,Puducherry,1743,947,22,7/16/2020
India,Punjab,9094,6277,230,7/16/2020
India,Rajasthan,27174,19970,538,7/16/2020
India,Sikkim,243,88,0,7/16/2020
India,Tamil Nadu,156369,107416,2236,7/16/2020
India,Telangana,41018,27295,396,7/16/2020
India,Tripura,2283,1604,3,7/16/2020
India,Unknown,531,0,0,7/16/2020
India,Uttar Pradesh,43441,26675,1046,7/16/2020
India,Uttarakhand,3982,2995,50,7/16/2020
India,West Bengal,36117,21415,1023,7/16/2020
India,Andaman and Nicobar Islands,194,142,0,7/17/2020
India,Andhra Pradesh,40646,20298,534,7/17/2020
India,Arunachal Pradesh,609,175,3,7/17/2020
India,Assam,20646,14105,51,7/17/2020
India,Bihar,23589,14621,201,7/17/2020
India,Chandigarh,660,480,11,7/17/2020
India,Chhattisgarh,4964,3512,23,7/17/2020
India,Dadra and Nagar Haveli and Daman and Diu,585,401,2,7/17/2020
India,Delhi,120107,99301,3571,7/17/2020
India,Goa,3304,1946,21,7/17/2020
India,Gujarat,46430,32973,2106,7/17/2020
India,Haryana,24797,18718,327,7/17/2020
India,Himachal Pradesh,1417,1024,11,7/17/2020
India,Jammu and Kashmir,12757,6558,231,7/17/2020
India,Jharkhand,4921,2570,46,7/17/2020
India,Karnataka,55115,20757,1147,7/17/2020
India,Kerala,11066,4995,38,7/17/2020
India,Ladakh,1151,973,1,7/17/2020
India,Madhya Pradesh,21081,14514,697,7/17/2020
India,Maharashtra,292589,160357,11452,7/17/2020
India,Manipur,1800,1163,0,7/17/2020
India,Meghalaya,403,66,2,7/17/2020
India,Mizoram,282,160,0,7/17/2020
India,Nagaland,956,405,0,7/17/2020
India,Odisha,16110,11330,83,7/17/2020
India,Puducherry,1832,1014,25,7/17/2020
India,Punjab,9442,6373,239,7/17/2020
India,Rajasthan,27789,20626,546,7/17/2020
India,Sikkim,266,90,0,7/17/2020
India,Tamil Nadu,160907,110807,2315,7/17/2020
India,Telangana,42496,28705,403,7/17/2020
India,Tripura,2366,1684,3,7/17/2020
India,Unknown,531,0,0,7/17/2020
India,Uttar Pradesh,45163,27634,1084,7/17/2020
India,Uttarakhand,4102,3021,51,7/17/2020
India,West Bengal,38011,22253,1049,7/17/2020
India,Andaman and Nicobar Islands,198,145,0,7/18/2020
India,Andhra Pradesh,44609,21763,586,7/18/2020
India,Arunachal Pradesh,650,274,3,7/18/2020
India,Assam,22918,15165,53,7/18/2020
India,Bihar,25136,15536,208,7/18/2020
India,Chandigarh,700,485,12,7/18/2020
India,Chhattisgarh,5233,3658,24,7/18/2020
India,Dadra and Nagar Haveli and Daman and Diu,602,414,2,7/18/2020
India,Delhi,121582,101274,3597,7/18/2020
India,Goa,3484,2038,21,7/18/2020
India,Gujarat,47390,34035,2122,7/18/2020
India,Haryana,25547,19318,344,7/18/2020
India,Himachal Pradesh,1457,1036,11,7/18/2020
India,Jammu and Kashmir,13198,7165,236,7/18/2020
India,Jharkhand,5342,2611,46,7/18/2020
India,Karnataka,59652,21775,1240,7/18/2020
India,Kerala,11659,5199,40,7/18/2020
India,Ladakh,1159,985,1,7/18/2020
India,Madhya Pradesh,21763,14864,706,7/18/2020
India,Maharashtra,300937,165663,11596,7/18/2020
India,Manipur,1891,1182,0,7/18/2020
India,Meghalaya,418,66,2,7/18/2020
India,Mizoram,284,167,0,7/18/2020
India,Nagaland,978,432,0,7/18/2020
India,Odisha,16701,11937,86,7/18/2020
India,Puducherry,1894,1066,28,7/18/2020
India,Punjab,9792,6454,246,7/18/2020
India,Rajasthan,28500,21144,553,7/18/2020
India,Sikkim,275,90,0,7/18/2020
India,Tamil Nadu,165714,113856,2403,7/18/2020
India,Telangana,43780,30607,409,7/18/2020
India,Tripura,2654,1735,5,7/18/2020
India,Uttar Pradesh,47036,28664,1108,7/18/2020
India,Uttarakhand,4276,3081,52,7/18/2020
India,West Bengal,40209,23539,1076,7/18/2020
India,Unknown,163,0,0,7/18/2020
India,Andaman and Nicobar Islands,203,145,0,7/19/2020
India,Andhra Pradesh,49650,22890,642,7/19/2020
India,Arunachal Pradesh,740,282,3,7/19/2020
India,Assam,23999,16023,57,7/19/2020
India,Bihar,26569,16308,217,7/19/2020
India,Chandigarh,717,488,12,7/19/2020
India,Chhattisgarh,5407,3775,24,7/19/2020
India,Dadra and Nagar Haveli and Daman and Diu,605,414,2,7/19/2020
India,Delhi,122793,103134,3628,7/19/2020
India,Goa,3657,2218,22,7/19/2020
India,Gujarat,48355,34901,2142,7/19/2020
India,Haryana,26164,19793,349,7/19/2020
India,Himachal Pradesh,1483,1059,11,7/19/2020
India,Jammu and Kashmir,13899,7811,244,7/19/2020
India,Jharkhand,5535,2716,49,7/19/2020
India,Karnataka,63772,23065,1331,7/19/2020
India,Kerala,12480,5371,42,7/19/2020
India,Ladakh,1178,1003,2,7/19/2020
India,Madhya Pradesh,22600,15311,721,7/19/2020
India,Maharashtra,310455,169569,11854,7/19/2020
India,Manipur,1911,1213,0,7/19/2020
India,Meghalaya,450,66,2,7/19/2020
India,Mizoram,284,167,0,7/19/2020
India,Nagaland,988,445,0,7/19/2020
India,Odisha,17437,12453,91,7/19/2020
India,Puducherry,1999,1154,28,7/19/2020
India,Punjab,10100,6535,254,7/19/2020
India,Rajasthan,29434,21730,559,7/19/2020
India,Sikkim,283,92,0,7/19/2020
India,Tamil Nadu,170693,117915,2481,7/19/2020
India,Telangana,45076,32438,415,7/19/2020
India,Tripura,2878,1759,5,7/19/2020
India,Uttar Pradesh,49247,29845,1146,7/19/2020
India,Uttarakhand,4515,3116,52,7/19/2020
India,West Bengal,42487,24883,1112,7/19/2020
India,Unknown,163,0,0,7/19/2020
India,Andaman and Nicobar Islands,207,152,0,7/20/2020
India,Andhra Pradesh,53724,24228,696,7/20/2020
India,Arunachal Pradesh,790,285,3,7/20/2020
India,Assam,25382,17095,58,7/20/2020
India,Bihar,27646,17433,217,7/20/2020
India,Chandigarh,737,518,12,7/20/2020
India,Chhattisgarh,5561,3944,25,7/20/2020
India,Dadra and Nagar Haveli and Daman and Diu,684,448,2,7/20/2020
India,Delhi,123747,104918,3663,7/20/2020
India,Goa,3853,2361,23,7/20/2020
India,Gujarat,49353,35678,2162,7/20/2020
India,Haryana,26858,20226,355,7/20/2020
India,Himachal Pradesh,1631,1067,11,7/20/2020
India,Jammu and Kashmir,14650,8274,254,7/20/2020
India,Jharkhand,5756,2810,53,7/20/2020
India,Karnataka,67420,23795,1403,7/20/2020
India,Kerala,13274,5616,43,7/20/2020
India,Ladakh,1195,1007,2,7/20/2020
India,Madhya Pradesh,23310,15684,738,7/20/2020
India,Maharashtra,318695,175029,12030,7/20/2020
India,Manipur,1925,1307,0,7/20/2020
India,Meghalaya,450,66,2,7/20/2020
India,Mizoram,297,168,0,7/20/2020
India,Nagaland,1021,484,0,7/20/2020
India,Odisha,18110,12910,97,7/20/2020
India,Puducherry,2092,1265,29,7/20/2020
India,Punjab,10510,7118,262,7/20/2020
India,Rajasthan,30390,22195,568,7/20/2020
India,Sikkim,305,92,0,7/20/2020
India,Tamil Nadu,175678,121776,2551,7/20/2020
India,Telangana,46274,34323,422,7/20/2020
India,Tripura,3079,1845,7,7/20/2020
India,Uttar Pradesh,51160,30831,1192,7/20/2020
India,Uttarakhand,4642,3212,55,7/20/2020
India,West Bengal,44769,26418,1147,7/20/2020
India,Unknown,163,0,0,7/20/2020
India,Andaman and Nicobar Islands,212,159,0,7/21/2020
India,Andhra Pradesh,58668,25574,758,7/21/2020
India,Arunachal Pradesh,858,303,3,7/21/2020
India,Assam,25382,18033,58,7/21/2020
India,Bihar,28952,18515,217,7/21/2020
India,Chandigarh,751,518,12,7/21/2020
India,Chhattisgarh,5729,4114,29,7/21/2020
India,Dadra and Nagar Haveli and Daman and Diu,705,463,2,7/21/2020
India,Delhi,125096,106118,3690,7/21/2020
India,Goa,4027,2449,26,7/21/2020
India,Gujarat,50379,36423,2196,7/21/2020
India,Haryana,27462,20952,364,7/21/2020
India,Himachal Pradesh,1664,1077,11,7/21/2020
India,Jammu and Kashmir,15258,8455,263,7/21/2020
India,Jharkhand,6159,2904,55,7/21/2020
India,Karnataka,71069,25459,1464,7/21/2020
India,Kerala,13994,5890,44,7/21/2020
India,Ladakh,1198,1010,2,7/21/2020
India,Madhya Pradesh,24095,16257,756,7/21/2020
India,Maharashtra,327031,182217,12276,7/21/2020
India,Manipur,2015,1400,0,7/21/2020
India,Meghalaya,490,70,4,7/21/2020
India,Mizoram,317,168,0,7/21/2020
India,Nagaland,1030,485,0,7/21/2020
India,Odisha,18757,13310,103,7/21/2020
India,Puducherry,2179,1318,30,7/21/2020
India,Punjab,10889,7389,263,7/21/2020
India,Rajasthan,31373,22744,577,7/21/2020
India,Sikkim,330,108,0,7/21/2020
India,Tamil Nadu,180643,126670,2626,7/21/2020
India,Telangana,47705,37385,429,7/21/2020
India,Tripura,3331,1926,8,7/21/2020
India,Uttar Pradesh,53288,31855,1229,7/21/2020
India,Uttarakhand,4849,3297,55,7/21/2020
India,West Bengal,47030,28035,1182,7/21/2020
India,Unknown,163,0,0,7/21/2020
India,Andaman and Nicobar Islands,221,163,0,7/22/2020
India,Andhra Pradesh,64713,32127,823,7/22/2020
India,Arunachal Pradesh,949,314,3,7/22/2020
India,Assam,26772,18033,64,7/22/2020
India,Bihar,30369,19646,217,7/22/2020
India,Chandigarh,793,526,13,7/22/2020
India,Chhattisgarh,5968,4230,29,7/22/2020
India,Dadra and Nagar Haveli and Daman and Diu,733,474,2,7/22/2020
India,Delhi,126323,107650,3719,7/22/2020
India,Goa,4176,2541,28,7/22/2020
India,Gujarat,51399,37260,2224,7/22/2020
India,Haryana,28186,21697,372,7/22/2020
India,Himachal Pradesh,1725,1105,11,7/22/2020
India,Jammu and Kashmir,15711,8607,273,7/22/2020
India,Jharkhand,6485,3024,64,7/22/2020
India,Karnataka,75833,27239,1519,7/22/2020
India,Kerala,15032,6162,45,7/22/2020
India,Ladakh,1206,1018,2,7/22/2020
India,Madhya Pradesh,24842,16836,770,7/22/2020
India,Maharashtra,337607,187769,12556,7/22/2020
India,Manipur,2060,1428,0,7/22/2020
India,Meghalaya,514,77,4,7/22/2020
India,Mizoram,317,179,0,7/22/2020
India,Nagaland,1084,486,0,7/22/2020
India,Odisha,19835,13750,108,7/22/2020
India,Puducherry,2300,1369,31,7/22/2020
India,Punjab,11301,7641,269,7/22/2020
India,Rajasthan,32334,23364,583,7/22/2020
India,Sikkim,438,112,0,7/22/2020
India,Tamil Nadu,186492,131583,3144,7/22/2020
India,Telangana,49259,37666,438,7/22/2020
India,Tripura,3449,2032,9,7/22/2020
India,Uttar Pradesh,55588,33500,1263,7/22/2020
India,Uttarakhand,5300,3349,57,7/22/2020
India,West Bengal,49321,29650,1221,7/22/2020
India,Unknown,163,0,0,7/22/2020
India,Andaman and Nicobar Islands,240,170,0,7/23/2020
India,Andhra Pradesh,72711,37555,884,7/23/2020
India,Arunachal Pradesh,991,334,3,7/23/2020
India,Assam,28791,20699,70,7/23/2020
India,Bihar,31980,20769,217,7/23/2020
India,Chandigarh,800,531,13,7/23/2020
India,Chhattisgarh,6254,4377,30,7/23/2020
India,Dadra and Nagar Haveli and Daman and Diu,770,489,2,7/23/2020
India,Delhi,127364,109065,3745,7/23/2020
India,Goa,4350,2655,29,7/23/2020
India,Gujarat,52477,37978,2252,7/23/2020
India,Haryana,28975,22249,378,7/23/2020
India,Himachal Pradesh,1834,1136,11,7/23/2020
India,Jammu and Kashmir,16429,8709,282,7/23/2020
India,Jharkhand,6975,3174,67,7/23/2020
India,Karnataka,80863,29310,1616,7/23/2020
India,Kerala,16110,6594,50,7/23/2020
India,Ladakh,1210,1025,2,7/23/2020
India,Madhya Pradesh,25474,17359,780,7/23/2020
India,Maharashtra,347502,194253,12854,7/23/2020
India,Manipur,2115,1466,0,7/23/2020
India,Meghalaya,534,78,4,7/23/2020
India,Mizoram,332,183,0,7/23/2020
India,Nagaland,1174,530,0,7/23/2020
India,Odisha,21099,14393,114,7/23/2020
India,Puducherry,2420,1400,34,7/23/2020
India,Punjab,11739,7741,277,7/23/2020
India,Rajasthan,33220,23815,594,7/23/2020
India,Sikkim,460,122,0,7/23/2020
India,Tamil Nadu,192964,136793,3232,7/23/2020
India,Telangana,50826,39327,447,7/23/2020
India,Tripura,3656,2072,10,7/23/2020
India,Uttar Pradesh,58104,35803,1289,7/23/2020
India,Uttarakhand,5445,3399,60,7/23/2020
India,West Bengal,51757,31656,1255,7/23/2020
India,Unknown,163,0,0,7/23/2020
India,Andaman and Nicobar Islands,259,174,0,7/24/2020
India,Andhra Pradesh,80858,39935,933,7/24/2020
India,Arunachal Pradesh,1056,392,3,7/24/2020
India,Assam,29921,21761,76,7/24/2020
India,Bihar,33926,22343,220,7/24/2020
India,Chandigarh,823,535,13,7/24/2020
India,Chhattisgarh,6731,4567,36,7/24/2020
India,Dadra and Nagar Haveli and Daman and Diu,815,512,2,7/24/2020
India,Delhi,128389,110931,3777,7/24/2020
India,Goa,4540,2865,29,7/24/2020
India,Gujarat,53545,38849,2278,7/24/2020
India,Haryana,29755,22953,382,7/24/2020
India,Himachal Pradesh,1954,1145,11,7/24/2020
India,Jammu and Kashmir,16782,9217,296,7/24/2020
India,Jharkhand,7493,3307,70,7/24/2020
India,Karnataka,85870,31347,1724,7/24/2020
India,Kerala,16995,7562,54,7/24/2020
India,Ladakh,1246,1035,2,7/24/2020
India,Madhya Pradesh,26210,17866,791,7/24/2020
India,Maharashtra,357117,199967,13132,7/24/2020
India,Manipur,2146,1491,0,7/24/2020
India,Meghalaya,588,87,5,7/24/2020
India,Mizoram,361,183,0,7/24/2020
India,Nagaland,1239,537,1,7/24/2020
India,Odisha,22693,15201,120,7/24/2020
India,Puducherry,2515,1483,35,7/24/2020
India,Punjab,12216,8096,282,7/24/2020
India,Rajasthan,34178,24547,602,7/24/2020
India,Sikkim,477,142,0,7/24/2020
India,Tamil Nadu,199749,143297,3320,7/24/2020
India,Telangana,52466,40334,455,7/24/2020
India,Tripura,3759,2131,11,7/24/2020
India,Uttar Pradesh,60771,37712,1348,7/24/2020
India,Uttarakhand,5445,3399,60,7/24/2020
India,West Bengal,53973,33529,1290,7/24/2020
India,Unknown,163,0,0,7/24/2020
India,Andaman and Nicobar Islands,290,176,0,7/25/2020
India,Andhra Pradesh,88671,43255,985,7/25/2020
India,Arunachal Pradesh,1126,428,3,7/25/2020
India,Assam,31086,23055,77,7/25/2020
India,Bihar,36604,24053,234,7/25/2020
India,Chandigarh,852,555,13,7/25/2020
India,Chhattisgarh,7087,4683,39,7/25/2020
India,Dadra and Nagar Haveli and Daman and Diu,860,530,2,7/25/2020
India,Delhi,129531,113068,3806,7/25/2020
India,Goa,4686,3047,33,7/25/2020
India,Gujarat,54626,39631,2300,7/25/2020
India,Haryana,30538,23654,389,7/25/2020
India,Himachal Pradesh,2049,1173,11,7/25/2020
India,Jammu and Kashmir,17305,9517,305,7/25/2020
India,Jharkhand,7836,3425,82,7/25/2020
India,Karnataka,90942,33750,1796,7/25/2020
India,Kerala,18098,8611,59,7/25/2020
India,Ladakh,1276,1057,3,7/25/2020
India,Madhya Pradesh,26926,18488,799,7/25/2020
India,Maharashtra,366368,207194,13389,7/25/2020
India,Manipur,2176,1524,0,7/25/2020
India,Meghalaya,646,94,5,7/25/2020
India,Mizoram,361,183,0,7/25/2020
India,Nagaland,1239,537,1,7/25/2020
India,Odisha,24013,15929,130,7/25/2020
India,Puducherry,2654,1561,38,7/25/2020
India,Punjab,12684,8297,291,7/25/2020
India,Rajasthan,35298,25306,613,7/25/2020
India,Sikkim,499,142,0,7/25/2020
India,Tamil Nadu,206737,151055,3409,7/25/2020
India,Tripura,3862,2209,11,7/25/2020
India,Uttar Pradesh,63742,39903,1387,7/25/2020
India,Uttarakhand,5961,3495,63,7/25/2020
India,West Bengal,56377,35654,1332,7/25/2020
India,Telangana,52466,40334,455,7/25/2020
India,Unknown,163,0,0,7/25/2020
India,Andaman and Nicobar Islands,324,182,0,7/26/2020
India,Andhra Pradesh,96298,46301,1041,7/26/2020
India,Arunachal Pradesh,1158,505,3,7/26/2020
India,Assam,32228,24040,79,7/26/2020
India,Bihar,39176,25815,244,7/26/2020
India,Chandigarh,887,572,13,7/26/2020
India,Chhattisgarh,7450,4944,43,7/26/2020
India,Dadra and Nagar Haveli and Daman and Diu,914,550,2,7/26/2020
India,Delhi,130606,114875,3827,7/26/2020
India,Goa,4861,3277,35,7/26/2020
India,Gujarat,55822,40365,2326,7/26/2020
India,Haryana,31332,24384,392,7/26/2020
India,Himachal Pradesh,2176,1198,12,7/26/2020
India,Jammu and Kashmir,17920,9928,312,7/26/2020
India,Jharkhand,8275,3704,85,7/26/2020
India,Karnataka,96141,35838,1878,7/26/2020
India,Kerala,19025,9300,61,7/26/2020
India,Ladakh,1285,1063,4,7/26/2020
India,Madhya Pradesh,27800,19132,811,7/26/2020
India,Maharashtra,375799,213238,13656,7/26/2020
India,Manipur,2235,1554,0,7/26/2020
India,Meghalaya,702,135,5,7/26/2020
India,Mizoram,361,193,0,7/26/2020
India,Nagaland,1339,549,4,7/26/2020
India,Odisha,25389,16793,140,7/26/2020
India,Puducherry,2786,1645,40,7/26/2020
India,Punjab,13218,8810,306,7/26/2020
India,Rajasthan,35909,25353,621,7/26/2020
India,Sikkim,545,148,0,7/26/2020
India,Tamil Nadu,213723,156526,3494,7/26/2020
India,Telangana,54059,41332,463,7/26/2020
India,Tripura,3900,2361,13,7/26/2020
India,Uttar Pradesh,66988,41641,1426,7/26/2020
India,Uttarakhand,6104,3566,63,7/26/2020
India,West Bengal,58718,37751,1372,7/26/2020
India,Unknown,163,0,0,7/26/2020
India,Andaman and Nicobar Islands,338,192,1,7/27/2020
India,Andhra Pradesh,102349,49558,1090,7/27/2020
India,Arunachal Pradesh,1239,574,3,7/27/2020
India,Assam,33576,25402,86,7/27/2020
India,Bihar,41244,27530,253,7/27/2020
India,Chandigarh,910,575,14,7/27/2020
India,Chhattisgarh,7745,5172,44,7/27/2020
India,Dadra and Nagar Haveli and Daman and Diu,946,564,2,7/27/2020
India,Delhi,131219,116372,3853,7/27/2020
India,Goa,5119,3410,36,7/27/2020
India,Gujarat,56874,41380,2348,7/27/2020
India,Haryana,32127,25046,397,7/27/2020
India,Himachal Pradesh,2270,1216,14,7/27/2020
India,Jammu and Kashmir,18390,10402,321,7/27/2020
India,Jharkhand,8683,3770,89,7/27/2020
India,Karnataka,101465,37685,1953,7/27/2020
India,Kerala,19727,10045,63,7/27/2020
India,Ladakh,1306,1066,4,7/27/2020
India,Madhya Pradesh,28589,19791,820,7/27/2020
India,Maharashtra,383723,221944,13883,7/27/2020
India,Manipur,2286,1596,0,7/27/2020
India,Meghalaya,738,186,5,7/27/2020
India,Mizoram,384,193,0,7/27/2020
India,Nagaland,1385,569,5,7/27/2020
India,Odisha,26892,17374,147,7/27/2020
India,Puducherry,2872,1720,43,7/27/2020
India,Punjab,13769,9064,318,7/27/2020
India,Rajasthan,36878,26123,631,7/27/2020
India,Sikkim,555,174,1,7/27/2020
India,Tamil Nadu,220716,162249,3571,7/27/2020
India,Tripura,4049,2467,17,7/27/2020
India,Unknown,0,0,0,7/27/2020
India,Uttar Pradesh,70493,42833,1456,7/27/2020
India,Uttarakhand,6328,3675,66,7/27/2020
India,West Bengal,60830,39917,1411,7/27/2020
India,Telangana,54059,41332,463,7/27/2020
India,Andaman and Nicobar Islands,338,192,1,7/28/2020
India,Andhra Pradesh,102349,49558,1090,7/28/2020
India,Arunachal Pradesh,1239,574,3,7/28/2020
India,Assam,33576,25402,86,7/28/2020
India,Bihar,41244,27530,253,7/28/2020
India,Chandigarh,910,575,14,7/28/2020
India,Chhattisgarh,7745,5172,44,7/28/2020
India,Dadra and Nagar Haveli and Daman and Diu,946,564,2,7/28/2020
India,Delhi,131219,116372,3853,7/28/2020
India,Goa,5119,3410,36,7/28/2020
India,Gujarat,56874,41380,2348,7/28/2020
India,Haryana,32127,25046,397,7/28/2020
India,Himachal Pradesh,2270,1216,14,7/28/2020
India,Jammu and Kashmir,18390,10402,321,7/28/2020
India,Jharkhand,8683,3770,89,7/28/2020
India,Karnataka,101465,37685,1953,7/28/2020
India,Kerala,19727,10045,63,7/28/2020
India,Ladakh,1306,1066,4,7/28/2020
India,Lakshadweep,0,0,0,7/28/2020
India,Madhya Pradesh,28589,19791,820,7/28/2020
India,Maharashtra,383723,221944,13883,7/28/2020
India,Manipur,2286,1596,0,7/28/2020
India,Meghalaya,738,186,5,7/28/2020
India,Mizoram,384,193,0,7/28/2020
India,Nagaland,1385,569,5,7/28/2020
India,Odisha,26892,17374,147,7/28/2020
India,Puducherry,2872,1720,43,7/28/2020
India,Punjab,13769,9064,318,7/28/2020
India,Rajasthan,36878,26123,631,7/28/2020
India,Sikkim,555,174,1,7/28/2020
India,Tamil Nadu,220716,162249,3571,7/28/2020
India,Telangana,57142,42909,480,7/28/2020
India,Tripura,4049,2467,17,7/28/2020
India,Unknown,0,0,0,7/28/2020
India,Uttar Pradesh,70493,42833,1456,7/28/2020
India,Uttarakhand,6328,3675,66,7/28/2020
India,West Bengal,60830,39917,1411,7/28/2020
India,Andaman and Nicobar Islands,363,196,1,7/29/2020
India,Andhra Pradesh,120390,55406,1213,7/29/2020
India,Arunachal Pradesh,1410,677,3,7/29/2020
India,Assam,36295,27832,92,7/29/2020
India,Bihar,46080,30320,278,7/29/2020
India,Chandigarh,978,611,14,7/29/2020
India,Chhattisgarh,8539,5636,48,7/29/2020
India,Dadra and Nagar Haveli and Daman and Diu,1026,648,2,7/29/2020
India,Delhi,133310,118633,3907,7/29/2020
India,Goa,5489,3784,39,7/29/2020
India,Gujarat,59126,43195,2396,7/29/2020
India,Haryana,33631,26420,413,7/29/2020
India,Himachal Pradesh,2403,1332,14,7/29/2020
India,Jammu and Kashmir,19419,11322,348,7/29/2020
India,Jharkhand,9861,4035,98,7/29/2020
India,Karnataka,112504,42901,2147,7/29/2020
India,Kerala,21797,11365,68,7/29/2020
India,Ladakh,1347,1080,6,7/29/2020
India,Lakshadweep,0,0,0,7/29/2020
India,Madhya Pradesh,30134,20934,843,7/29/2020
India,Maharashtra,400651,239755,14463,7/29/2020
India,Manipur,2458,1639,0,7/29/2020
India,Meghalaya,784,207,5,7/29/2020
India,Mizoram,398,215,0,7/29/2020
India,Nagaland,1513,595,5,7/29/2020
India,Odisha,29175,18939,159,7/29/2020
India,Puducherry,3177,1874,47,7/29/2020
India,Punjab,14946,10213,361,7/29/2020
India,Rajasthan,38964,27569,650,7/29/2020
India,Sikkim,596,198,1,7/29/2020
India,Tamil Nadu,234114,172883,3741,7/29/2020
India,Tripura,4485,2678,21,7/29/2020
India,Unknown,0,0,0,7/29/2020
India,Uttar Pradesh,77334,45807,1530,7/29/2020
India,Uttarakhand,6866,3811,72,7/29/2020
India,West Bengal,65258,44116,1490,7/29/2020
India,Telangana,57142,42909,480,7/29/2020
India,Andaman and Nicobar Islands,428,201,2,7/30/2020
India,Andhra Pradesh,130557,60024,1281,7/30/2020
India,Arunachal Pradesh,1484,827,3,7/30/2020
India,Assam,38407,29080,94,7/30/2020
India,Bihar,48477,31350,282,7/30/2020
India,Chandigarh,1016,647,14,7/30/2020
India,Chhattisgarh,8761,5921,51,7/30/2020
India,Dadra and Nagar Haveli and Daman and Diu,1064,668,2,7/30/2020
India,Delhi,134403,119724,3936,7/30/2020
India,Goa,5704,4005,42,7/30/2020
India,Gujarat,60285,44074,2418,7/30/2020
India,Haryana,34254,27340,417,7/30/2020
India,Himachal Pradesh,2506,1387,14,7/30/2020
India,Jammu and Kashmir,19869,11842,365,7/30/2020
India,Jharkhand,10167,4176,103,7/30/2020
India,Karnataka,118632,46694,2230,7/30/2020
India,Kerala,21797,11365,68,7/30/2020
India,Ladakh,1378,1094,7,7/30/2020
India,Lakshadweep,0,0,0,7/30/2020
India,Madhya Pradesh,30968,21657,857,7/30/2020
India,Maharashtra,411798,248615,14729,7/30/2020
India,Manipur,2505,1672,4,7/30/2020
India,Meghalaya,803,210,5,7/30/2020
India,Mizoram,408,234,0,7/30/2020
India,Nagaland,1566,625,5,7/30/2020
India,Odisha,30378,19746,169,7/30/2020
India,Puducherry,3298,1958,48,7/30/2020
India,Punjab,15456,10509,370,7/30/2020
India,Rajasthan,40145,28385,663,7/30/2020
India,Sikkim,610,214,1,7/30/2020
India,Tamil Nadu,239978,178178,3838,7/30/2020
India,Tripura,4706,2962,21,7/30/2020
India,Unknown,0,0,0,7/30/2020
India,Uttar Pradesh,81039,46803,1587,7/30/2020
India,Uttarakhand,7065,3996,76,7/30/2020
India,West Bengal,67692,46256,1536,7/30/2020
India,Telangana,57142,42909,480,7/30/2020
India,Andaman and Nicobar Islands,548,214,5,7/31/2020
India,Andhra Pradesh,140933,63864,1349,7/31/2020
India,Arunachal Pradesh,1591,918,3,7/31/2020
India,Assam,40269,30357,98,7/31/2020
India,Bihar,51233,33358,296,7/31/2020
India,Chandigarh,1051,667,15,7/31/2020
India,Chhattisgarh,9086,6230,53,7/31/2020
India,Dadra and Nagar Haveli and Daman and Diu,1100,686,2,7/31/2020
India,Delhi,135598,120930,3963,7/31/2020
India,Goa,5913,4211,45,7/31/2020
India,Gujarat,61438,44907,2441,7/31/2020
India,Haryana,34965,28227,421,7/31/2020
India,Himachal Pradesh,2564,1459,14,7/31/2020
India,Jammu and Kashmir,20359,12217,377,7/31/2020
India,Jharkhand,10958,4314,106,7/31/2020
India,Karnataka,124115,49788,2314,7/31/2020
India,Kerala,23613,13023,73,7/31/2020
India,Ladakh,1404,1095,7,7/31/2020
India,Lakshadweep,0,0,0,7/31/2020
India,Madhya Pradesh,31806,22271,867,7/31/2020
India,Maharashtra,422118,256158,14994,7/31/2020
India,Manipur,2621,1689,5,7/31/2020
India,Meghalaya,823,215,5,7/31/2020
India,Mizoram,412,247,0,7/31/2020
India,Nagaland,1693,635,5,7/31/2020
India,Odisha,31877,20518,177,7/31/2020
India,Puducherry,3472,2100,49,7/31/2020
India,Punjab,16119,10734,386,7/31/2020
India,Rajasthan,41298,29035,674,7/31/2020
India,Sikkim,639,231,1,7/31/2020
India,Tamil Nadu,245859,183956,3935,7/31/2020
India,Telangana,62703,45388,519,7/31/2020
India,Tripura,4978,3327,21,7/31/2020
India,Unknown,0,0,0,7/31/2020
India,Uttar Pradesh,85461,48863,1630,7/31/2020
India,Uttarakhand,7183,4168,80,7/31/2020
India,West Bengal,70188,48374,1581,7/31/2020
India,Andaman and Nicobar Islands,636,226,7,8/1/2020
India,Andhra Pradesh,150209,76614,1407,8/1/2020
India,Arunachal Pradesh,1673,969,3,8/1/2020
India,Assam,41726,31442,101,8/1/2020
India,Bihar,54240,34994,309,8/1/2020
